utc_date,category_key,current_amount,current_share,history_dates,history_count,history_mean_amount,history_share,relative_change,total_relative_change,excess_change_pp,amount_difference,status
2019-11-03,category:computers,10093.71,0.0316312877961111576823007456003936005,"[""2019-10-27"", ""2019-10-20"", ""2019-10-13"", ""2019-10-06""]",4,24089.3725,0.0666588167339516724548909503636500585,-0.580989085539691828834478772745118205,-0.116989104693705411934823522757591846,-46.3999980845986416899655249987526360,-13995.6625,comparable
2019-11-03,bucket:unknown,31578.3,0.0989588858221542892196226793510918420,"[""2019-10-27"", ""2019-10-20"", ""2019-10-13"", ""2019-10-06""]",4,37858.0875,0.104758864788213418036048942405005391,-0.165877040143668113187175659626229138,-0.116989104693705411934823522757591846,-4.88879354499627012523521368686372924,-6279.7875,comparable
2019-11-04,category:electronics,327136.61,0.773694698904201016073121694398069740,"[""2019-10-28"", ""2019-10-21"", ""2019-10-14"", ""2019-10-07""]",4,288338.9375,0.757473015105007789484354071759851692,0.134555786451838472214665769863288062,0.110768102179950299220872927030121820,2.37876842718881729937928428331662420,38797.6725,comparable
2019-11-04,category:computers,14925.85,0.0353003933788984019115286529451149758,"[""2019-10-28"", ""2019-10-21"", ""2019-10-14"", ""2019-10-07""]",4,23748.4075,0.0623876122626254051288118357945922587,-0.371501015383873634474227377140972505,0.110768102179950299220872927030121820,-48.2269117563823933695100304171094325,-8822.5575,comparable
2019-11-04,bucket:unknown,46530.15,0.110046168156530413725430374205431623,"[""2019-10-28"", ""2019-10-21"", ""2019-10-14"", ""2019-10-07""]",4,36944.9825,0.0970553180569889158479095290589099330,0.259444364332829227893124594117753338,0.110768102179950299220872927030121820,14.8676262152878928672251667087631518,9585.1675,comparable
2019-11-05,category:electronics,305360.08,0.789031004238585797176915195519743806,"[""2019-10-29"", ""2019-10-22"", ""2019-10-15"", ""2019-10-08""]",4,269924.9925,0.762520953524816237000304492838980281,0.131277534443202772340541974822876025,0.0932686036808710239593101801776256487,3.80089307623317483812317946452503768,35435.0875,comparable
2019-11-05,category:computers,21467.99,0.0554719192786559314103403550597245875,"[""2019-10-29"", ""2019-10-22"", ""2019-10-15"", ""2019-10-08""]",4,20813.02,0.0587954590982569753595976386497354571,0.0314692437714469115966832300165953812,0.0932686036808710239593101801776256487,-6.17993599094241123626269501610302675,654.97,comparable
2019-11-05,bucket:unknown,40637.08,0.105003627329819111020478108839739204,"[""2019-10-29"", ""2019-10-22"", ""2019-10-15"", ""2019-10-08""]",4,32989.5725,0.0931934462462791614218484329071057428,0.231815901827766940599184787859860870,0.0932686036808710239593101801776256487,13.8547298146895916639874607682235221,7647.5075,comparable
2019-11-06,category:electronics,314295.07,0.793527135746269316174901880585295406,"[""2019-10-30"", ""2019-10-23"", ""2019-10-16"", ""2019-10-09""]",4,305256.6975,0.755505836813502965360316216990920059,0.0296090882657865352815068046131895272,-0.0197239126681144588133428090620250000,4.93330009339009940948496136752145272,9038.3725,comparable
2019-11-06,category:computers,21498.86,0.0542799758125701416530012737534826238,"[""2019-10-30"", ""2019-10-23"", ""2019-10-16"", ""2019-10-09""]",4,28545.0125,0.0706484861177023063187574890734658671,-0.246843559798756437748976287889171532,-0.0197239126681144588133428090620250000,-22.7119647130641978935633478827146532,-7046.1525,comparable
