month,category_key,calendar_days,amount_allowed,purchase_amount,daily_mean_amount,amount_share,purchase_events,daily_mean_purchase_events
2019-10,overall,31,True,11598630.22,374149.361935483870967741935483870968,1,37019,1194.16129032258064516129032258064516
2019-10,category:electronics,31,True,8750242.89,282265.899677419354838709677419354839,0.754420368959740833948234966663158264,21184,683.354838709677419354838709677419355
2019-10,category:computers,31,True,716624.99,23116.9351612903225806451612903225806,0.0617853122659513495551373824210079869,1490,48.0645161290322580645161290322580645
2019-10,bucket:unknown,31,True,1209130.91,39004.2229032258064516129032258064516,0.104247733315529391883656413351886306,8720,281.290322580645161290322580645161290
2019-11,overall,30,True,13878438.48,462614.616,1,45560,1518.66666666666666666666666666666667
2019-11,category:electronics,30,True,10359110.65,345303.688333333333333333333333333333,0.746417593371786881314907122029480654,24867,828.9
2019-11,category:computers,30,True,754965.05,25165.5016666666666666666666666666667,0.0543984145686107476264145244098095393,1695,56.5
2019-11,bucket:unknown,30,True,1491791.64,49726.388,0.107489876627676631816578834595230342,11402,380.066666666666666666666666666666667
