policy,nominal_capacity_percent,selected_n,c_actual,control_n,treatment_n,conversion_control,conversion_treatment,Q,reference_L,Q_minus_L,status,sparse_prefix
S_LEARNER,84,2347427,0.8399996851021467,351953,1995474,805,7228,2663.877602975397,2259.8999007982766,403.9777021771206,point_estimate_only,False
S_LEARNER,85,2375373,0.8499998389726887,356131,2019242,805,7228,2663.6969485947584,2286.803895098295,376.8930534964634,point_estimate_only,False
S_LEARNER,86,2403319,0.8599999928432306,360356,2042963,805,7230,2666.22080664676,2313.707889398313,352.51291724844714,point_estimate_only,False
S_LEARNER,87,2431264,0.8699997888753029,364672,2066592,805,7231,2669.074324324324,2340.61092098473,328.46340333959415,point_estimate_only,False
S_LEARNER,88,2459210,0.8799999427458449,368882,2090328,805,7232,2670.340607565563,2367.514915284748,302.825692280815,point_estimate_only,False
S_LEARNER,89,2487155,0.8899997387779173,373017,2114138,805,7232,2669.524053863497,2394.417946871165,275.1061069923321,point_estimate_only,False
S_LEARNER,90,2515101,0.8999998926484591,377180,2137921,805,7232,2669.121785354473,2421.321941171183,247.79984418329013,point_estimate_only,False
S_LEARNER,91,2543046,0.9099996886805315,381378,2161668,805,7233,2670.2230700250147,2448.2249727576,221.99809726741478,point_estimate_only,False
S_LEARNER,92,2570992,0.9199998425510734,385564,2185428,806,7235,2666.4848689192977,2475.128967057618,191.35590186167974,point_estimate_only,False
S_LEARNER,93,2598938,0.9299999964216153,389750,2209188,806,7236,2667.416220654266,2502.0329613576364,165.3832592966296,point_estimate_only,False
S_LEARNER,94,2626883,0.9399997924536877,393937,2232946,806,7237,2668.364720754841,2528.9359929440534,139.42872781078768,point_estimate_only,False
S_LEARNER,95,2654829,0.9499999463242296,398143,2256686,806,7239,2670.5687680054652,2555.8399872440714,114.72878076139386,point_estimate_only,False
S_LEARNER,96,2682774,0.9599997423563019,402352,2280422,806,7240,2671.8106235336227,2582.743018830488,89.06760470313475,point_estimate_only,False
S_LEARNER,97,2710720,0.9699998962268438,406626,2304094,807,7241,2668.2381549630372,2609.647013130506,58.59114183253132,point_estimate_only,False
S_LEARNER,98,2738665,0.9799996922589161,410795,2327870,807,7242,2668.9377913557855,2636.550044716923,32.38774663886261,point_estimate_only,False
S_LEARNER,99,2766611,0.9899998461294581,415105,2351506,808,7243,2665.804235073054,2663.4540390169414,2.350196056112509,point_estimate_only,False
S_LEARNER,100,2794557,1.0,419366,2375191,813,7295,2690.3580333169593,2690.3580333169593,0.0,point_estimate_only,False
T_LEARNER,0,0,0.0,0,0,0,0,0.0,0.0,0.0,origin,False
T_LEARNER,1,27945,0.009999796032072347,3718,24227,355,3149,835.7711135018826,26.90303158641689,808.8680819154657,point_estimate_only,False
T_LEARNER,2,55891,0.01999994990261426,7230,48661,446,4027,1025.2287690179805,53.807025886435014,971.4217431315456,point_estimate_only,False
T_LEARNER,3,83836,0.029999745934686607,10699,73137,497,4526,1128.571361809515,80.7100574728519,1047.8613043366631,point_estimate_only,False
T_LEARNER,4,111782,0.03999989980522852,14386,97396,531,4844,1249.0273877380787,107.61405177287003,1141.4133359652087,point_estimate_only,False
T_LEARNER,5,139727,0.049999695837300864,18037,121690,552,5081,1356.8285745966623,134.51708335928691,1222.3114912373753,point_estimate_only,False
T_LEARNER,6,167673,0.05999984970784278,21839,145834,575,5223,1383.3301433215806,161.42107765930504,1221.9090656622757,point_estimate_only,False
T_LEARNER,7,195618,0.06999964573991513,25804,169814,585,5356,1506.1631529995348,188.32410924572193,1317.8390437538128,point_estimate_only,False
T_LEARNER,8,223564,0.07999979961045704,29806,193758,594,5478,1616.6213514057572,215.22810354574005,1401.3932478600173,point_estimate_only,False
T_LEARNER,9,251510,0.08999995348099896,33845,217665,603,5583,1704.9679420889347,242.13209784575818,1462.8358442431766,point_estimate_only,False
T_LEARNER,10,279455,0.0999997495130713,38015,241440,607,5669,1813.8354596869658,269.0351294321751,1544.8003302547907,point_estimate_only,False
T_LEARNER,11,307401,0.10999990338361322,42151,265250,617,5726,1843.3103840952767,295.9391237321932,1547.3712603630836,point_estimate_only,False
T_LEARNER,12,335346,0.11999969941568556,46209,289137,628,5795,1865.5049665649549,322.8421553186101,1542.6628112463447,point_estimate_only,False
T_LEARNER,13,363292,0.12999985328622748,50255,313037,635,5843,1887.6026266043182,349.74614961862824,1537.8564769856898,point_estimate_only,False
T_LEARNER,14,391237,0.13999964931829983,54368,336869,640,5886,1920.5026486168335,376.6491812050451,1543.8534674117884,point_estimate_only,False
T_LEARNER,15,419183,0.14999980318884173,58604,360579,645,5935,1966.4406013241419,403.5531755050632,1562.8874258190785,point_estimate_only,False
T_LEARNER,16,447129,0.15999995705938366,62797,384332,647,5966,2006.2120483462586,430.4571698050814,1575.7548785411773,point_estimate_only,False
T_LEARNER,17,475074,0.16999975309145599,66987,408087,652,5994,2021.994625822921,457.3602013914982,1564.6344244314228,point_estimate_only,False
T_LEARNER,18,503020,0.1799999069619979,71245,431775,654,6023,2059.4818583760266,484.26419569151636,1575.2176626845103,point_estimate_only,False
T_LEARNER,19,530965,0.18999970299407026,75436,455529,656,6051,2089.6682220690386,511.16722727793325,1578.5009947911053,point_estimate_only,False
T_LEARNER,20,558911,0.19999985686461216,79703,479208,657,6080,2129.8393285070824,538.0712215779514,1591.7681069291311,point_estimate_only,False
T_LEARNER,21,586856,0.2099996528966845,83919,502937,662,6103,2135.551698661805,564.9742531643683,1570.5774454974367,point_estimate_only,False
T_LEARNER,22,614802,0.21999980676722644,88168,526634,668,6115,2124.9864803556848,591.8782474643864,1533.1082328912985,point_estimate_only,False
T_LEARNER,23,642748,0.22999996063776834,92455,550293,670,6127,2139.1539127142933,618.7822417644045,1520.3716709498888,point_estimate_only,False
T_LEARNER,24,670693,0.2399997566698407,96766,573927,670,6137,2163.1756195357875,645.6852733508214,1517.4903461849663,point_estimate_only,False
T_LEARNER,25,698639,0.24999991054038262,101079,597560,671,6151,2184.1744477092175,672.5892676508396,1511.5851800583778,point_estimate_only,False
T_LEARNER,26,726584,0.25999970657245497,105481,621103,672,6157,2200.067320180886,699.4922992372565,1500.5750209436294,point_estimate_only,False
T_LEARNER,27,754530,0.26999986044299684,109727,644803,673,6162,2207.162822277106,726.3962935372745,1480.7665287398315,point_estimate_only,False
T_LEARNER,28,782475,0.2799996564750692,114006,668469,673,6170,2223.8950844692386,753.2993251236913,1470.5957593455473,point_estimate_only,False
T_LEARNER,29,810421,0.2899998103456111,118208,692213,673,6173,2231.9862868841365,780.2033194237096,1451.7829674604268,point_estimate_only,False
T_LEARNER,30,838367,0.29999996421615305,122500,715867,673,6179,2246.1143591836735,807.1073137237277,1439.0070454599459,point_estimate_only,False
T_LEARNER,31,866312,0.3099997602482254,126834,739478,675,6187,2251.5595818156016,834.0103453101445,1417.549236505457,point_estimate_only,False
T_LEARNER,32,894258,0.3199999141187673,131184,763074,677,6197,2259.0113885839737,860.9143396101628,1398.097048973811,point_estimate_only,False
T_LEARNER,33,922203,0.3299997101508397,135410,786793,677,6204,2270.325522487261,887.8173711965796,1382.5081512906813,point_estimate_only,False
T_LEARNER,34,950149,0.33999986402138155,139774,810375,677,6206,2280.921838110092,914.7213654965976,1366.2004726134942,point_estimate_only,False
T_LEARNER,35,978094,0.3499996600534539,143954,834140,677,6211,2288.1303333009155,941.6243970830145,1346.5059362179009,point_estimate_only,False
T_LEARNER,36,1006040,0.3599998139239958,148173,857867,677,6214,2294.419786330843,968.5283913830327,1325.8913949478106,point_estimate_only,False
T_LEARNER,37,1033986,0.36999996779453775,152514,881472,678,6219,2300.421928478697,995.4323856830509,1304.9895427956458,point_estimate_only,False
T_LEARNER,38,1061931,0.3799997638266101,156775,905156,679,6225,2304.726206346675,1022.3354172694678,1282.3907890772073,point_estimate_only,False
T_LEARNER,39,1089877,0.389999917697152,161114,928763,679,6230,2315.814535049716,1049.2394115694858,1266.5751234802303,point_estimate_only,False
T_LEARNER,40,1117822,0.3999997137292243,165471,952351,679,6232,2324.0866556677606,1076.1424431559028,1247.9442125118578,point_estimate_only,False
T_LEARNER,41,1145768,0.40999986759976625,169792,975976,679,6233,2330.0616754617413,1103.0464374559208,1227.0152380058205,point_estimate_only,False
T_LEARNER,42,1173713,0.4199996636318386,174019,999694,679,6237,2336.3211890655616,1129.9494690423378,1206.3717200232238,point_estimate_only,False
T_LEARNER,43,1201659,0.42999981750238053,178219,1023440,680,6249,2344.033638388724,1156.853463342356,1187.1801750463678,point_estimate_only,False
T_LEARNER,44,1229605,0.43999997137292246,182338,1047267,681,6254,2342.644018251818,1183.757457642374,1158.8865606094441,point_estimate_only,False
T_LEARNER,45,1257550,0.44999976740499475,186637,1070913,682,6262,2348.7209288619083,1210.6604892287908,1138.0604396331175,point_estimate_only,False
T_LEARNER,46,1285496,0.4599999212755367,190917,1094579,682,6267,2356.908819015593,1237.564483528809,1119.344335486784,point_estimate_only,False
T_LEARNER,47,1313441,0.46999971730760903,195182,1118259,682,6267,2359.6077302210247,1264.467515115226,1095.1402151057987,point_estimate_only,False
T_LEARNER,48,1341387,0.47999987117815096,199433,1141954,682,6269,2363.865804555916,1291.371509415244,1072.494295140672,point_estimate_only,False
T_LEARNER,49,1369332,0.4899996672102233,203691,1165641,683,6272,2363.467944091786,1318.274541001661,1045.1934030901252,point_estimate_only,False
T_LEARNER,50,1397278,0.49999982108076524,207929,1189349,684,6275,2362.536053171996,1345.1785353016792,1017.357517870317,point_estimate_only,False
T_LEARNER,51,1425224,0.5099999749513071,212178,1213046,685,6277,2360.776310456315,1372.0825296016972,988.6937808546179,point_estimate_only,False
T_LEARNER,52,1453169,0.5199997709833795,216368,1236801,685,6280,2364.408577053908,1398.985561188114,965.4230158657942,point_estimate_only,False
T_LEARNER,53,1481115,0.5299999248539214,220555,1260560,685,6283,2367.95114597266,1425.8895554881324,942.0615904845276,point_estimate_only,False
T_LEARNER,54,1509060,0.5399997208859937,224715,1284345,686,6283,2362.208464054469,1452.792587074549,909.4158769799201,point_estimate_only,False
T_LEARNER,55,1537006,0.5499998747565357,228879,1308127,687,6284,2357.544322545974,1479.6965813745674,877.8477411714066,point_estimate_only,False
T_LEARNER,56,1564951,0.559999670788608,233185,1331766,687,6284,2360.406106739284,1506.5996129609841,853.8064937782999,point_estimate_only,False
T_LEARNER,57,1592897,0.5699998246591499,237389,1355508,687,6287,2364.181352126678,1533.5036072610021,830.677744865676,point_estimate_only,False
T_LEARNER,58,1620843,0.5799999785296919,241513,1379330,687,6288,2364.402885144899,1560.4076015610206,803.9952835838783,point_estimate_only,False
T_LEARNER,59,1648788,0.5899997745617642,245768,1403020,687,6288,2366.111308225644,1587.3106331474373,778.8006750782065,point_estimate_only,False
T_LEARNER,60,1676734,0.5999999284323061,250049,1426685,687,6289,2369.2378933728987,1614.2146274474553,755.0232659254434,point_estimate_only,False
T_LEARNER,61,1704679,0.6099997244643784,254279,1450400,687,6291,2372.3720362279228,1641.1176590338723,731.2543771940504,point_estimate_only,False
T_LEARNER,62,1732625,0.6199998783349203,258540,1474085,687,6292,2375.0185077744254,1668.0216533338903,706.9968544405351,point_estimate_only,False
T_LEARNER,63,1760570,0.6299996743669927,262728,1497842,687,6294,2377.3354115282727,1694.9246849203073,682.4107266079654,point_estimate_only,False
T_LEARNER,64,1788516,0.6399998282375347,267057,1521459,687,6296,2382.0702658982914,1721.8286792203255,660.2415866779659,point_estimate_only,False
T_LEARNER,65,1816462,0.6499999821080765,271358,1545104,687,6299,2387.2433980203273,1748.7326735203435,638.5107244999838,point_estimate_only,False
T_LEARNER,66,1844407,0.6599997781401489,275594,1568813,687,6301,2390.267070400662,1775.6357051067605,614.6313652939014,point_estimate_only,False
T_LEARNER,67,1872353,0.6699999320106907,279882,1592471,687,6305,2396.1113362059723,1802.5396994067785,593.5716367991938,point_estimate_only,False
T_LEARNER,68,1900298,0.6799997280427631,284062,1616236,687,6307,2398.155691363153,1829.4427309931953,568.7129603699577,point_estimate_only,False
T_LEARNER,69,1928244,0.6899998819133051,288306,1639938,687,6309,2401.21658238122,1856.3467252932137,544.8698570880065,point_estimate_only,False
T_LEARNER,70,1956189,0.6999996779453774,292410,1663779,688,6310,2395.3597619780444,1883.2497568796305,512.1100050984139,point_estimate_only,False
T_LEARNER,71,1984135,0.7099998318159193,296568,1687567,688,6310,2395.059426505894,1910.1537511796485,484.9056753262455,point_estimate_only,False
T_LEARNER,72,2012081,0.7199999856864612,300789,1711292,688,6314,2399.7315393847516,1937.0577454796667,462.67379390508495,point_estimate_only,False
T_LEARNER,73,2040026,0.7299997817185335,305080,1734946,689,6318,2399.756280319916,1963.9607770660834,435.79550325383275,point_estimate_only,False
T_LEARNER,74,2067972,0.7399999355890755,309276,1758696,690,6320,2396.3194040274707,1990.8647713661019,405.4546326613688,point_estimate_only,False
T_LEARNER,75,2095917,0.7499997316211479,313523,1782394,690,6322,2399.3153484752315,2017.7678029525187,381.5475455227129,point_estimate_only,False
T_LEARNER,76,2123863,0.7599998854916897,317806,1806057,690,6325,2403.8048998445593,2044.6717972525366,359.1331025920226,point_estimate_only,False
T_LEARNER,77,2151808,0.7699996815237621,322065,1829743,690,6326,2405.91346467328,2071.5748288389536,334.3386358343264,point_estimate_only,False
T_LEARNER,78,2179754,0.779999835394304,326228,1853526,690,6329,2408.634672682909,2098.4788231389716,310.15584954393717,point_estimate_only,False
T_LEARNER,79,2207700,0.7899999892648459,330491,1877209,690,6330,2410.7579934098053,2125.38281743899,285.37517597081523,point_estimate_only,False
T_LEARNER,80,2235645,0.7999997852969183,334708,1900937,691,6331,2406.5420635300025,2152.2858490254066,254.25621450459585,point_estimate_only,False
T_LEARNER,81,2263591,0.8099999391674602,339004,1924587,691,6332,2409.0680670434567,2179.1898433254246,229.87822371803213,point_estimate_only,False
T_LEARNER,82,2291536,0.8199997351995325,343145,1948391,691,6333,2409.47443209139,2206.0928749118416,203.3815571795485,point_estimate_only,False
T_LEARNER,83,2319482,0.8299998890700744,347349,1972133,692,6339,2410.0523536846226,2232.9968692118596,177.05548447276306,point_estimate_only,False
T_LEARNER,84,2347427,0.8399996851021467,351566,1995861,692,6340,2411.475023181991,2259.8999007982766,151.57512238371464,point_estimate_only,False
T_LEARNER,85,2375373,0.8499998389726887,355784,2019589,692,6343,2414.8987138263665,2286.803895098295,128.09481872807146,point_estimate_only,False
T_LEARNER,86,2403319,0.8599999928432306,359949,2043370,692,6345,2416.6322590144714,2313.707889398313,102.9243696161584,point_estimate_only,False
T_LEARNER,87,2431264,0.8699997888753029,364252,2067012,692,6352,2425.1243644509846,2340.61092098473,84.51344346625456,point_estimate_only,False
T_LEARNER,88,2459210,0.8799999427458449,368447,2090763,692,6354,2427.226282206125,2367.514915284748,59.71136692137679,point_estimate_only,False
T_LEARNER,89,2487155,0.8899997387779173,372704,2114451,692,6359,2433.0960869751866,2394.417946871165,38.67814010402162,point_estimate_only,False
T_LEARNER,90,2515101,0.8999998926484591,376963,2138138,692,6368,2442.968906762733,2421.321941171183,21.646965591549815,point_estimate_only,False
T_LEARNER,91,2543046,0.9099996886805315,381232,2161814,692,6373,2448.945125278046,2448.2249727576,0.7201525204459358,point_estimate_only,False
T_LEARNER,92,2570992,0.9199998425510734,385557,2185435,692,6385,2462.568245421559,2475.128967057618,-12.560721636059043,point_estimate_only,False
T_LEARNER,93,2598938,0.9299999964216153,389834,2209104,694,6395,2462.253815726694,2502.0329613576364,-39.77914563094237,point_estimate_only,False
T_LEARNER,94,2626883,0.9399997924536877,394054,2232829,696,6403,2459.2537520238343,2528.9359929440534,-69.6822409202191,point_estimate_only,False
T_LEARNER,95,2654829,0.9499999463242296,398290,2256539,697,6421,2472.0992417585176,2555.8399872440714,-83.74074548555382,point_estimate_only,False
T_LEARNER,96,2682774,0.9599997423563019,402593,2280181,699,6443,2484.047611359363,2582.743018830488,-98.69540747112478,point_estimate_only,False
T_LEARNER,97,2710720,0.9699998962268438,406768,2303952,700,6467,2502.1689415096566,2609.647013130506,-107.47807162084928,point_estimate_only,False
T_LEARNER,98,2738665,0.9799996922589161,411040,2327625,703,6480,2499.07265716232,2636.550044716923,-137.47738755460296,point_estimate_only,False
T_LEARNER,99,2766611,0.9899998461294581,415270,2351341,707,6503,2499.8259517904016,2663.4540390169414,-163.62808722653972,point_estimate_only,False
T_LEARNER,100,2794557,1.0,419366,2375191,813,7295,2690.3580333169593,2690.3580333169593,0.0,point_estimate_only,False
