policy,nominal_capacity_percent,selected_n,c_actual,control_n,treatment_n,conversion_control,conversion_treatment,Q,reference_L,Q_minus_L,status,sparse_prefix
FROZEN_SIMPLE,92,2570992,0.9199998425510734,385525,2185467,804,7207,2649.278793852539,2475.128967057618,174.14982679492095,point_estimate_only,False
FROZEN_SIMPLE,93,2598938,0.9299999964216153,389783,2209155,805,7220,2657.5388998494036,2502.0329613576364,155.5059384917672,point_estimate_only,False
FROZEN_SIMPLE,94,2626883,0.9399997924536877,393939,2232944,805,7232,2669.060255521794,2528.9359929440534,140.1242625777404,point_estimate_only,False
FROZEN_SIMPLE,95,2654829,0.9499999463242296,398184,2256645,807,7249,2675.4548173708636,2555.8399872440714,119.61483012679219,point_estimate_only,False
FROZEN_SIMPLE,96,2682774,0.9599997423563019,402439,2280335,808,7263,2684.6398510084755,2582.743018830488,101.89683217798756,point_estimate_only,False
FROZEN_SIMPLE,97,2710720,0.9699998962268438,406664,2304056,808,7275,2697.075108689237,2609.647013130506,87.428095558731,point_estimate_only,False
FROZEN_SIMPLE,98,2738665,0.9799996922589161,410913,2327752,809,7280,2697.1531005346633,2636.550044716923,60.60305581774037,point_estimate_only,False
FROZEN_SIMPLE,99,2766611,0.9899998461294581,415129,2351482,810,7290,2701.7866494511345,2663.4540390169414,38.33261043419316,point_estimate_only,False
FROZEN_SIMPLE,100,2794557,1.0,419366,2375191,813,7295,2690.3580333169593,2690.3580333169593,0.0,point_estimate_only,False
RESPONSE_MODEL,0,0,0.0,0,0,0,0,0.0,0.0,0.0,origin,False
RESPONSE_MODEL,1,27945,0.009999796032072347,3886,24059,474,3816,881.371590324241,26.90303158641689,854.4685587378241,point_estimate_only,False
RESPONSE_MODEL,2,55891,0.01999994990261426,7603,48288,575,4840,1188.073129028015,53.807025886435014,1134.26610314158,point_estimate_only,False
RESPONSE_MODEL,3,83836,0.029999745934686607,11062,72774,614,5312,1272.6548544566986,80.7100574728519,1191.9447969838466,point_estimate_only,False
RESPONSE_MODEL,4,111782,0.03999989980522852,14649,97133,644,5644,1373.8346644822168,107.61405177287003,1266.2206127093468,point_estimate_only,False
RESPONSE_MODEL,5,139727,0.049999695837300864,18376,121351,666,5858,1459.8847409664777,134.51708335928691,1325.3676576071907,point_estimate_only,False
RESPONSE_MODEL,6,167673,0.05999984970784278,22178,145495,687,6053,1546.0532509694294,161.42107765930504,1384.6321733101245,point_estimate_only,False
RESPONSE_MODEL,7,195618,0.06999964573991513,26046,169572,708,6200,1590.5791292328959,188.32410924572193,1402.255019987174,point_estimate_only,False
RESPONSE_MODEL,8,223564,0.07999979961045704,30099,193465,722,6314,1673.2567859397323,215.22810354574005,1458.0286823939923,point_estimate_only,False
RESPONSE_MODEL,9,251510,0.08999995348099896,34136,217374,726,6419,1795.9180923365366,242.13209784575818,1553.7859944907784,point_estimate_only,False
RESPONSE_MODEL,10,279455,0.0999997495130713,38236,241219,735,6496,1859.1142117376294,269.0351294321751,1590.0790823054542,point_estimate_only,False
RESPONSE_MODEL,11,307401,0.10999990338361322,42460,264941,738,6570,1965.0433820065946,295.9391237321932,1669.1042582744014,point_estimate_only,False
RESPONSE_MODEL,12,335346,0.11999969941568556,46572,288774,743,6627,2019.959675341407,322.8421553186101,1697.117520022797,point_estimate_only,False
RESPONSE_MODEL,13,363292,0.12999985328622748,50664,312628,750,6676,2048.0393178588347,349.74614961862824,1698.2931682402063,point_estimate_only,False
RESPONSE_MODEL,14,391237,0.13999964931829983,54898,336339,754,6720,2100.5310575977264,376.6491812050451,1723.8818763926813,point_estimate_only,False
RESPONSE_MODEL,15,419183,0.14999980318884173,59076,360107,761,6773,2134.205447220529,403.5531755050632,1730.6522717154658,point_estimate_only,False
RESPONSE_MODEL,16,447129,0.15999995705938366,63201,383928,765,6825,2177.84378411734,430.4571698050814,1747.3866143122586,point_estimate_only,False
RESPONSE_MODEL,17,475074,0.16999975309145599,67428,407646,770,6855,2199.8505072076878,457.3602013914982,1742.4903058161894,point_estimate_only,False
RESPONSE_MODEL,18,503020,0.1799999069619979,71657,431363,776,6883,2211.6114685236616,484.26419569151636,1727.3472728321453,point_estimate_only,False
RESPONSE_MODEL,19,530965,0.18999970299407026,75836,455129,778,6907,2237.8407352708473,511.16722727793325,1726.673507992914,point_estimate_only,False
RESPONSE_MODEL,20,558911,0.19999985686461216,80091,478820,782,6930,2254.8524803036544,538.0712215779514,1716.781258725703,point_estimate_only,False
RESPONSE_MODEL,21,586856,0.2099996528966845,84329,502527,783,6953,2287.005608983861,564.9742531643683,1722.0313558194925,point_estimate_only,False
RESPONSE_MODEL,22,614802,0.21999980676722644,88551,526251,783,6972,2318.698140054884,591.8782474643864,1726.8198925904976,point_estimate_only,False
RESPONSE_MODEL,23,642748,0.22999996063776834,92676,550072,784,6995,2341.622124390349,618.7822417644045,1722.8398826259447,point_estimate_only,False
RESPONSE_MODEL,24,670693,0.2399997566698407,96858,573835,786,7013,2356.344793408908,645.6852733508214,1710.6595200580869,point_estimate_only,False
RESPONSE_MODEL,25,698639,0.24999991054038262,101068,597571,787,7032,2378.812274904025,672.5892676508396,1706.2230072531852,point_estimate_only,False
RESPONSE_MODEL,26,726584,0.25999970657245497,105319,621265,789,7047,2392.7772576648085,699.4922992372565,1693.284958427552,point_estimate_only,False
RESPONSE_MODEL,27,754530,0.26999986044299684,109563,644967,789,7061,2416.3757837956246,726.3962935372745,1689.97949025835,point_estimate_only,False
RESPONSE_MODEL,28,782475,0.2799996564750692,113858,668617,789,7078,2444.695243197667,753.2993251236913,1691.3959180739757,point_estimate_only,False
RESPONSE_MODEL,29,810421,0.2899998103456111,118167,692254,791,7090,2456.1097091404536,780.2033194237096,1675.906389716744,point_estimate_only,False
RESPONSE_MODEL,30,838367,0.29999996421615305,122470,715897,792,7103,2473.3729566424427,807.1073137237277,1666.265642918715,point_estimate_only,False
RESPONSE_MODEL,31,866312,0.3099997602482254,126721,739591,793,7111,2482.7563545110916,834.0103453101445,1648.746009200947,point_estimate_only,False
RESPONSE_MODEL,32,894258,0.3199999141187673,130975,763283,794,7120,2492.8062454666924,860.9143396101628,1631.8919058565298,point_estimate_only,False
RESPONSE_MODEL,33,922203,0.3299997101508397,135162,787041,796,7134,2498.9351444932745,887.8173711965796,1611.1177732966948,point_estimate_only,False
RESPONSE_MODEL,34,950149,0.33999986402138155,139317,810832,797,7141,2502.4196113898515,914.7213654965976,1587.698245893254,point_estimate_only,False
RESPONSE_MODEL,35,978094,0.3499996600534539,143622,834472,798,7145,2508.463424823495,941.6243970830145,1566.8390277404806,point_estimate_only,False
RESPONSE_MODEL,36,1006040,0.3599998139239958,147967,858073,798,7146,2518.331303601479,968.5283913830327,1549.8029122184462,point_estimate_only,False
RESPONSE_MODEL,37,1033986,0.36999996779453775,152314,881672,799,7153,2527.975852515199,995.4323856830509,1532.5434668321482,point_estimate_only,False
RESPONSE_MODEL,38,1061931,0.3799997638266101,156693,905238,802,7163,2529.7306388926118,1022.3354172694678,1507.395221623144,point_estimate_only,False
RESPONSE_MODEL,39,1089877,0.389999917697152,160917,928960,803,7167,2531.3500686689413,1049.2394115694858,1482.1106570994555,point_estimate_only,False
RESPONSE_MODEL,40,1117822,0.3999997137292243,165150,952672,803,7171,2538.87395700878,1076.1424431559028,1462.7315138528772,point_estimate_only,False
RESPONSE_MODEL,41,1145768,0.40999986759976625,169496,976272,805,7174,2537.3185443904285,1103.0464374559208,1434.2721069345077,point_estimate_only,False
RESPONSE_MODEL,42,1173713,0.4199996636318386,173798,999915,805,7178,2546.5797592607514,1129.9494690423378,1416.6302902184136,point_estimate_only,False
RESPONSE_MODEL,43,1201659,0.42999981750238053,178077,1023582,805,7186,2558.880776293401,1156.853463342356,1402.0273129510451,point_estimate_only,False
RESPONSE_MODEL,44,1229605,0.43999997137292246,182285,1047320,805,7190,2564.8657322324934,1183.757457642374,1381.1082745901194,point_estimate_only,False
RESPONSE_MODEL,45,1257550,0.44999976740499475,186589,1070961,805,7191,2570.5582537019864,1210.6604892287908,1359.8977644731956,point_estimate_only,False
RESPONSE_MODEL,46,1285496,0.4599999212755367,190790,1094706,805,7193,2574.1083914251267,1237.564483528809,1336.5439078963177,point_estimate_only,False
RESPONSE_MODEL,47,1313441,0.46999971730760903,194952,1118489,805,7198,2579.51111555665,1264.467515115226,1315.0436004414241,point_estimate_only,False
RESPONSE_MODEL,48,1341387,0.47999987117815096,199187,1142200,805,7200,2583.880474127328,1291.371509415244,1292.508964712084,point_estimate_only,False
RESPONSE_MODEL,49,1369332,0.4899996672102233,203455,1165877,805,7204,2591.0340615861005,1318.274541001661,1272.7595205844395,point_estimate_only,False
RESPONSE_MODEL,50,1397278,0.49999982108076524,207738,1189540,805,7209,2599.445176135324,1345.1785353016792,1254.2666408336447,point_estimate_only,False
RESPONSE_MODEL,51,1425224,0.5099999749513071,212084,1213140,805,7211,2606.3259086022517,1372.0825296016972,1234.2433790005546,point_estimate_only,False
RESPONSE_MODEL,52,1453169,0.5199997709833795,216395,1236774,805,7212,2611.140137249012,1398.985561188114,1212.1545760608979,point_estimate_only,False
RESPONSE_MODEL,53,1481115,0.5299999248539214,220571,1260544,805,7216,2615.495309900213,1425.8895554881324,1189.6057544120808,point_estimate_only,False
RESPONSE_MODEL,54,1509060,0.5399997208859937,224713,1284347,805,7219,2618.02304272561,1452.792587074549,1165.2304556510612,point_estimate_only,False
RESPONSE_MODEL,55,1537006,0.5499998747565357,228899,1308107,805,7222,2621.6036024622217,1479.6965813745674,1141.9070210876544,point_estimate_only,False
RESPONSE_MODEL,56,1564951,0.559999670788608,233183,1331768,806,7227,2623.7269998241727,1506.5996129609841,1117.1273868631886,point_estimate_only,False
RESPONSE_MODEL,57,1592897,0.5699998246591499,237388,1355509,807,7229,2620.950043810134,1533.5036072610021,1087.446436549132,point_estimate_only,False
RESPONSE_MODEL,58,1620843,0.5799999785296919,241630,1379213,807,7232,2625.6808715805155,1560.4076015610206,1065.273270019495,point_estimate_only,False
RESPONSE_MODEL,59,1648788,0.5899997745617642,245969,1402819,807,7234,2631.4893868739555,1587.3106331474373,1044.1787537265182,point_estimate_only,False
RESPONSE_MODEL,60,1676734,0.5999999284323061,250258,1426476,807,7235,2635.0825867704525,1614.2146274474553,1020.8679593229972,point_estimate_only,False
RESPONSE_MODEL,61,1704679,0.6099997244643784,254474,1450205,807,7236,2637.041226215645,1641.1176590338723,995.9235671817728,point_estimate_only,False
RESPONSE_MODEL,62,1732625,0.6199998783349203,258830,1473795,807,7237,2641.8890584553565,1668.0216533338903,973.8674051214662,point_estimate_only,False
RESPONSE_MODEL,63,1760570,0.6299996743669927,263110,1497460,807,7240,2647.0532476910794,1694.9246849203073,952.1285627707721,point_estimate_only,False
RESPONSE_MODEL,64,1788516,0.6399998282375347,267312,1521204,807,7243,2650.5700754174895,1721.8286792203255,928.741396197164,point_estimate_only,False
RESPONSE_MODEL,65,1816462,0.6499999821080765,271547,1544915,807,7244,2652.7270159493564,1748.7326735203435,903.9943424290129,point_estimate_only,False
RESPONSE_MODEL,66,1844407,0.6599997781401489,275762,1568645,807,7246,2655.4599147090603,1775.6357051067605,879.8242096022998,point_estimate_only,False
RESPONSE_MODEL,67,1872353,0.6699999320106907,280015,1592338,807,7248,2658.9002517722265,1802.5396994067785,856.360552365448,point_estimate_only,False
RESPONSE_MODEL,68,1900298,0.6799997280427631,284198,1616100,807,7249,2659.971576154653,1829.4427309931953,830.5288451614579,point_estimate_only,False
RESPONSE_MODEL,69,1928244,0.6899998819133051,288435,1639809,808,7251,2657.3630558011337,1856.3467252932137,801.01633050792,point_estimate_only,False
RESPONSE_MODEL,70,1956189,0.6999996779453774,292627,1663562,808,7252,2658.5821130654385,1883.2497568796305,775.3323561858081,point_estimate_only,False
RESPONSE_MODEL,71,1984135,0.7099998318159193,296841,1687294,808,7252,2659.1925643694776,1910.1537511796485,749.0388131898292,point_estimate_only,False
RESPONSE_MODEL,72,2012081,0.7199999856864612,300937,1711144,808,7253,2658.6684555239135,1937.0577454796667,721.6107100442468,point_estimate_only,False
RESPONSE_MODEL,73,2040026,0.7299997817185335,305106,1734920,808,7254,2659.4808492786115,1963.9607770660834,695.520072212528,point_estimate_only,False
RESPONSE_MODEL,74,2067972,0.7399999355890755,309407,1758565,809,7256,2657.916941116394,1990.8647713661019,667.052169750292,point_estimate_only,False
RESPONSE_MODEL,75,2095917,0.7499997316211479,313680,1782237,809,7256,2659.5012337413928,2017.7678029525187,641.7334307888741,point_estimate_only,False
RESPONSE_MODEL,76,2123863,0.7599998854916897,317906,1805957,809,7257,2661.2414644580476,2044.6717972525366,616.569667205511,point_estimate_only,False
RESPONSE_MODEL,77,2151808,0.7699996815237621,322125,1829683,809,7257,2661.8473511835464,2071.5748288389536,590.2725223445927,point_estimate_only,False
RESPONSE_MODEL,78,2179754,0.779999835394304,326347,1853407,810,7259,2658.805513762958,2098.4788231389716,560.3266906239865,point_estimate_only,False
RESPONSE_MODEL,79,2207700,0.7899999892648459,330580,1877120,810,7262,2662.607417266622,2125.38281743899,537.2245998276321,point_estimate_only,False
RESPONSE_MODEL,80,2235645,0.7999997852969183,334762,1900883,810,7265,2665.5674777901913,2152.2858490254066,513.2816287647847,point_estimate_only,False
RESPONSE_MODEL,81,2263591,0.8099999391674602,339009,1924582,810,7269,2670.5633213277524,2179.1898433254246,491.37347800232783,point_estimate_only,False
RESPONSE_MODEL,82,2291536,0.8199997351995325,343171,1948365,810,7269,2670.1975079479325,2206.0928749118416,464.10463303609095,point_estimate_only,False
RESPONSE_MODEL,83,2319482,0.8299998890700744,347373,1972109,811,7270,2665.783785728885,2232.9968692118596,432.7869165170255,point_estimate_only,False
RESPONSE_MODEL,84,2347427,0.8399996851021467,351511,1995916,811,7272,2667.0576909399706,2259.8999007982766,407.157790141694,point_estimate_only,False
RESPONSE_MODEL,85,2375373,0.8499998389726887,355797,2019576,811,7274,2670.599364244218,2286.803895098295,383.7954691459231,point_estimate_only,False
RESPONSE_MODEL,86,2403319,0.8599999928432306,359956,2043363,811,7274,2670.194554334419,2313.707889398313,356.4866649361061,point_estimate_only,False
RESPONSE_MODEL,87,2431264,0.8699997888753029,364191,2067073,811,7276,2672.931272326883,2340.61092098473,332.3203513421531,point_estimate_only,False
RESPONSE_MODEL,88,2459210,0.8799999427458449,368339,2090871,811,7277,2673.3702431727297,2367.514915284748,305.85532788798173,point_estimate_only,False
RESPONSE_MODEL,89,2487155,0.8899997387779173,372546,2114609,812,7281,2672.0053845699595,2394.417946871165,277.5874376987945,point_estimate_only,False
RESPONSE_MODEL,90,2515101,0.8999998926484591,376842,2138259,812,7283,2675.5881191586923,2421.321941171183,254.2661779875093,point_estimate_only,False
RESPONSE_MODEL,91,2543046,0.9099996886805315,381044,2162002,812,7283,2675.800768415196,2448.2249727576,227.57579565759625,point_estimate_only,False
RESPONSE_MODEL,92,2570992,0.9199998425510734,385287,2185705,812,7284,2677.5833287912646,2475.128967057618,202.4543617336467,point_estimate_only,False
RESPONSE_MODEL,93,2598938,0.9299999964216153,389576,2209362,812,7287,2681.988541388587,2502.0329613576364,179.9555800309504,point_estimate_only,False
RESPONSE_MODEL,94,2626883,0.9399997924536877,393882,2233001,812,7288,2684.5989509548544,2528.9359929440534,155.66295801080105,point_estimate_only,False
RESPONSE_MODEL,95,2654829,0.9499999463242296,398156,2256673,812,7290,2687.737379318659,2555.8399872440714,131.89739207458751,point_estimate_only,False
RESPONSE_MODEL,96,2682774,0.9599997423563019,402383,2280391,812,7291,2689.221366210799,2582.743018830488,106.47834738031088,point_estimate_only,False
RESPONSE_MODEL,97,2710720,0.9699998962268438,406594,2304126,813,7292,2684.813376488586,2609.647013130506,75.16636335808016,point_estimate_only,False
RESPONSE_MODEL,98,2738665,0.9799996922589161,410853,2327812,813,7295,2688.702477528459,2636.550044716923,52.15243281153607,point_estimate_only,False
RESPONSE_MODEL,99,2766611,0.9899998461294581,415101,2351510,813,7295,2689.42778986319,2663.4540390169414,25.97375084624855,point_estimate_only,False
RESPONSE_MODEL,100,2794557,1.0,419366,2375191,813,7295,2690.3580333169593,2690.3580333169593,0.0,point_estimate_only,False
S_LEARNER,0,0,0.0,0,0,0,0,0.0,0.0,0.0,origin,False
S_LEARNER,1,27945,0.009999796032072347,3696,24249,423,3612,836.7491883116882,26.90303158641689,809.8461567252713,point_estimate_only,False
S_LEARNER,2,55891,0.01999994990261426,7242,48649,544,4649,994.6150234741785,53.807025886435014,940.8079975877436,point_estimate_only,False
S_LEARNER,3,83836,0.029999745934686607,10625,73211,597,5188,1074.403105882353,80.7100574728519,993.6930484095011,point_estimate_only,False
S_LEARNER,4,111782,0.03999989980522852,14240,97542,627,5546,1251.138061797753,107.61405177287003,1143.524010024883,point_estimate_only,False
S_LEARNER,5,139727,0.049999695837300864,18045,121682,657,5788,1357.6827930174568,134.51708335928691,1223.1657096581698,point_estimate_only,False
S_LEARNER,6,167673,0.05999984970784278,21802,145871,675,5944,1427.7663975782034,161.42107765930504,1266.3453199188984,point_estimate_only,False
S_LEARNER,7,195618,0.06999964573991513,25761,169857,692,6101,1538.2483987422847,188.32410924572193,1349.9242894965628,point_estimate_only,False
S_LEARNER,8,223564,0.07999979961045704,29737,193827,702,6214,1638.3348690183948,215.22810354574005,1423.1067654726548,point_estimate_only,False
S_LEARNER,9,251510,0.08999995348099896,33790,217720,708,6320,1758.1248890204206,242.13209784575818,1515.9927911746624,point_estimate_only,False
S_LEARNER,10,279455,0.0999997495130713,37926,241529,718,6414,1841.468702209566,269.0351294321751,1572.4335727773907,point_estimate_only,False
S_LEARNER,11,307401,0.10999990338361322,42053,265348,726,6506,1925.051007062516,295.9391237321932,1629.1118833303228,point_estimate_only,False
S_LEARNER,12,335346,0.11999969941568556,46401,288945,734,6575,2004.2875153552723,322.8421553186101,1681.4453600366621,point_estimate_only,False
S_LEARNER,13,363292,0.12999985328622748,50637,312655,741,6631,2055.741690858463,349.74614961862824,1705.9955412398344,point_estimate_only,False
S_LEARNER,14,391237,0.13999964931829983,54737,336500,748,6690,2091.6113415057453,376.6491812050451,1714.9621603007001,point_estimate_only,False
S_LEARNER,15,419183,0.14999980318884173,58946,360237,752,6727,2131.298442642418,403.5531755050632,1727.7452671373549,point_estimate_only,False
S_LEARNER,16,447129,0.15999995705938366,63111,384018,759,6763,2144.634548652374,430.4571698050814,1714.1773788472929,point_estimate_only,False
S_LEARNER,17,475074,0.16999975309145599,67357,407717,766,6799,2162.344240390754,457.3602013914982,1704.9840389992555,point_estimate_only,False
S_LEARNER,18,503020,0.1799999069619979,71550,431470,769,6822,2184.6774283717677,484.26419569151636,1700.4132326802514,point_estimate_only,False
S_LEARNER,19,530965,0.18999970299407026,75766,455199,771,6847,2214.8638307420215,511.16722727793325,1703.6966034640882,point_estimate_only,False
S_LEARNER,20,558911,0.19999985686461216,80047,478864,772,6870,2251.6756655464915,538.0712215779514,1713.6044439685402,point_estimate_only,False
S_LEARNER,21,586856,0.2099996528966845,84238,502618,774,6895,2276.818989054821,564.9742531643683,1711.8447358904527,point_estimate_only,False
S_LEARNER,22,614802,0.21999980676722644,88502,526300,775,6917,2308.2623443537996,591.8782474643864,1716.3840968894133,point_estimate_only,False
S_LEARNER,23,642748,0.22999996063776834,92767,549981,776,6935,2334.3849537012084,618.7822417644045,1715.6027119368039,point_estimate_only,False
S_LEARNER,24,670693,0.2399997566698407,96948,573745,778,6955,2350.7419441350003,645.6852733508214,1705.056670784179,point_estimate_only,False
S_LEARNER,25,698639,0.24999991054038262,101187,597452,778,6969,2375.350064731636,672.5892676508396,1702.7607970807962,point_estimate_only,False
S_LEARNER,26,726584,0.25999970657245497,105482,621102,781,6989,2390.2944199010253,699.4922992372565,1690.8021206637688,point_estimate_only,False
S_LEARNER,27,754530,0.26999986044299684,109703,644827,785,7004,2389.8217642179343,726.3962935372745,1663.4254706806598,point_estimate_only,False
S_LEARNER,28,782475,0.2799996564750692,113988,668487,786,7022,2412.4728392462366,753.2993251236913,1659.1735141225454,point_estimate_only,False
S_LEARNER,29,810421,0.2899998103456111,118374,692047,786,7035,2439.8275634852243,780.2033194237096,1659.6242440615147,point_estimate_only,False
S_LEARNER,30,838367,0.29999996421615305,122674,715693,786,7048,2462.393449304661,807.1073137237277,1655.2861355809332,point_estimate_only,False
S_LEARNER,31,866312,0.3099997602482254,126848,739464,787,7058,2470.161263874874,834.0103453101445,1636.1509185647292,point_estimate_only,False
S_LEARNER,32,894258,0.3199999141187673,131182,763076,789,7059,2469.445304996112,860.9143396101628,1608.5309653859495,point_estimate_only,False
S_LEARNER,33,922203,0.3299997101508397,135533,786670,790,7062,2476.627433909085,887.8173711965796,1588.8100627125054,point_estimate_only,False
S_LEARNER,34,950149,0.33999986402138155,139803,810346,791,7072,2487.093481541884,914.7213654965976,1572.3721160452865,point_estimate_only,False
S_LEARNER,35,978094,0.3499996600534539,144037,834057,792,7079,2492.864881940057,941.6243970830145,1551.2404848570422,point_estimate_only,False
S_LEARNER,36,1006040,0.3599998139239958,148336,857704,793,7084,2498.7390249164064,968.5283913830327,1530.2106335333738,point_estimate_only,False
S_LEARNER,37,1033986,0.36999996779453775,152678,881308,794,7088,2504.7689385504136,995.4323856830509,1509.3365528673626,point_estimate_only,False
S_LEARNER,38,1061931,0.3799997638266101,156937,904994,794,7095,2516.314055958761,1022.3354172694678,1493.9786386892931,point_estimate_only,False
S_LEARNER,39,1089877,0.389999917697152,161219,928658,796,7101,2515.859489266153,1049.2394115694858,1466.6200776966673,point_estimate_only,False
S_LEARNER,40,1117822,0.3999997137292243,165550,952272,797,7111,2526.5192751434615,1076.1424431559028,1450.3768319875587,point_estimate_only,False
S_LEARNER,41,1145768,0.40999986759976625,169690,976078,797,7123,2538.5568035830047,1103.0464374559208,1435.510366127084,point_estimate_only,False
S_LEARNER,42,1173713,0.4199996636318386,173930,999783,798,7130,2542.9429425630997,1129.9494690423378,1412.9934735207619,point_estimate_only,False
S_LEARNER,43,1201659,0.42999981750238053,178272,1023387,798,7132,2551.006764943457,1156.853463342356,1394.1533016011008,point_estimate_only,False
S_LEARNER,44,1229605,0.43999997137292246,182550,1047055,798,7136,2558.8984387838946,1183.757457642374,1375.1409811415206,point_estimate_only,False
S_LEARNER,45,1257550,0.44999976740499475,186760,1070790,798,7140,2564.660419790105,1210.6604892287908,1353.9999305613144,point_estimate_only,False
S_LEARNER,46,1285496,0.4599999212755367,190983,1094513,798,7142,2568.7061780367885,1237.564483528809,1331.1416945079795,point_estimate_only,False
S_LEARNER,47,1313441,0.46999971730760903,195244,1118197,798,7147,2576.712534059946,1264.467515115226,1312.24501894472,point_estimate_only,False
S_LEARNER,48,1341387,0.47999987117815096,199604,1141783,798,7149,2584.2476202881708,1291.371509415244,1292.8761108729268,point_estimate_only,False
S_LEARNER,49,1369332,0.4899996672102233,203942,1165390,798,7154,2593.9720508772098,1318.274541001661,1275.6975098755488,point_estimate_only,False
S_LEARNER,50,1397278,0.49999982108076524,208128,1189150,798,7156,2596.5860816420663,1345.1785353016792,1251.4075463403872,point_estimate_only,False
S_LEARNER,51,1425224,0.5099999749513071,212108,1213116,800,7161,2585.5346710166523,1372.0825296016972,1213.4521414149551,point_estimate_only,False
S_LEARNER,52,1453169,0.5199997709833795,216401,1236768,800,7162,2589.865860139278,1398.985561188114,1190.8802989511641,point_estimate_only,False
S_LEARNER,53,1481115,0.5299999248539214,220560,1260555,800,7163,2590.801958650707,1425.8895554881324,1164.9124031625747,point_estimate_only,False
S_LEARNER,54,1509060,0.5399997208859937,224732,1284328,800,7164,2592.05474965737,1452.792587074549,1139.262162582821,point_estimate_only,False
S_LEARNER,55,1537006,0.5499998747565357,228996,1308010,800,7165,2595.4529336756978,1479.6965813745674,1115.7563523011304,point_estimate_only,False
S_LEARNER,56,1564951,0.559999670788608,233155,1331796,800,7168,2598.3497673221673,1506.5996129609841,1091.7501543611831,point_estimate_only,False
S_LEARNER,57,1592897,0.5699998246591499,237424,1355473,800,7171,2603.7346856257163,1533.5036072610021,1070.2310783647142,point_estimate_only,False
S_LEARNER,58,1620843,0.5799999785296919,241622,1379221,801,7174,2601.750697370273,1560.4076015610206,1041.3430958092524,point_estimate_only,False
S_LEARNER,59,1648788,0.5899997745617642,245810,1402978,801,7178,2606.2357186444815,1587.3106331474373,1018.9250854970442,point_estimate_only,False
S_LEARNER,60,1676734,0.5999999284323061,250077,1426657,801,7180,2610.398409289939,1614.2146274474553,996.1837818424838,point_estimate_only,False
S_LEARNER,61,1704679,0.6099997244643784,254299,1450380,802,7182,2607.838245529869,1641.1176590338723,966.7205864959965,point_estimate_only,False
S_LEARNER,62,1732625,0.6199998783349203,258692,1473933,802,7183,2613.495469515872,1668.0216533338903,945.4738161819819,point_estimate_only,False
S_LEARNER,63,1760570,0.6299996743669927,262921,1497649,802,7186,2617.6524811635436,1694.9246849203073,922.7277962432363,point_estimate_only,False
S_LEARNER,64,1788516,0.6399998282375347,267235,1521281,802,7187,2621.477661982899,1721.8286792203255,899.6489827625735,point_estimate_only,False
S_LEARNER,65,1816462,0.6499999821080765,271538,1544924,802,7190,2626.9957501344197,1748.7326735203435,878.2630766140762,point_estimate_only,False
S_LEARNER,66,1844407,0.6599997781401489,275688,1568719,802,7191,2627.462094831839,1775.6357051067605,851.8263897250783,point_estimate_only,False
S_LEARNER,67,1872353,0.6699999320106907,279942,1592411,802,7193,2630.9349222338915,1802.5396994067785,828.395222827113,point_estimate_only,False
S_LEARNER,68,1900298,0.6799997280427631,284197,1616101,803,7194,2627.698796961263,1829.4427309931953,798.2560659680676,point_estimate_only,False
S_LEARNER,69,1928244,0.6899998819133051,288392,1639852,803,7198,2631.988612721573,1856.3467252932137,775.6418874283595,point_estimate_only,False
S_LEARNER,70,1956189,0.6999996779453774,292626,1663563,803,7204,2638.9883844907836,1883.2497568796305,755.7386276111531,point_estimate_only,False
S_LEARNER,71,1984135,0.7099998318159193,296756,1687379,804,7204,2632.3899365134994,1910.1537511796485,722.2361853338509,point_estimate_only,False
S_LEARNER,72,2012081,0.7199999856864612,301042,1711039,804,7206,2636.2876143528147,1937.0577454796667,699.229868873148,point_estimate_only,False
S_LEARNER,73,2040026,0.7299997817185335,305330,1734696,804,7207,2639.1698359152397,1963.9607770660834,675.2090588491562,point_estimate_only,False
S_LEARNER,74,2067972,0.7399999355890755,309559,1758413,804,7207,2639.9738369745346,1990.8647713661019,649.1090656084327,point_estimate_only,False
S_LEARNER,75,2095917,0.7499997316211479,313794,1782123,804,7209,2642.8614122640965,2017.7678029525187,625.0936093115779,point_estimate_only,False
S_LEARNER,76,2123863,0.7599998854916897,318082,1805781,804,7210,2645.617469709069,2044.6717972525366,600.9456724565325,point_estimate_only,False
S_LEARNER,77,2151808,0.7699996815237621,322277,1829531,804,7212,2647.7806359125843,2071.5748288389536,576.2058070736307,point_estimate_only,False
S_LEARNER,78,2179754,0.779999835394304,326506,1853248,804,7213,2649.4961378963935,2098.4788231389716,551.0173147574219,point_estimate_only,False
S_LEARNER,79,2207700,0.7899999892648459,330734,1876966,804,7217,2654.1771151438925,2125.38281743899,528.7942977049024,point_estimate_only,False
S_LEARNER,80,2235645,0.7999997852969183,335016,1900629,804,7217,2655.708252740168,2152.2858490254066,503.42240371476146,point_estimate_only,False
S_LEARNER,81,2263591,0.8099999391674602,339273,1924318,804,7218,2657.8031319910515,2179.1898433254246,478.6132886656269,point_estimate_only,False
S_LEARNER,82,2291536,0.8199997351995325,343549,1947987,804,7222,2663.1698243918627,2206.0928749118416,457.0769494800211,point_estimate_only,False
S_LEARNER,83,2319482,0.8299998890700744,347767,1971715,804,7224,2665.6064203906635,2232.9968692118596,432.60955117880394,point_estimate_only,False
