p0,p1,relative_lift,k,normalized_v,c,break_even_relative_lift,normalized_increment_per_enrolled,status,interpretation
0.03245926680244399185336048880,0.03408223014256619144602851324,0.05,0.05,1,0,0.05263157894736842105263157895,-0.00008114816700610997963340122200,negative,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03570519348268839103869653768,0.10,0.05,1,0,0.05263157894736842105263157895,0.001460667006109979633401221996,positive,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03895112016293279022403258656,0.20,0.05,1,0,0.05263157894736842105263157895,0.004544297352342158859470468432,positive,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03408223014256619144602851324,0.05,0.10,1,0,0.1111111111111111111111111111,-0.001785259674134419551934826884,negative,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03570519348268839103869653768,0.10,0.10,1,0,0.1111111111111111111111111111,-0.0003245926680244399185336048880,negative,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03895112016293279022403258656,0.20,0.10,1,0,0.1111111111111111111111111111,0.002596741344195519348268839104,positive,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03408223014256619144602851324,0.05,0.20,1,0,0.25,-0.005193482688391038696537678208,negative,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03570519348268839103869653768,0.10,0.20,1,0,0.25,-0.003895112016293279022403258656,negative,conditional_model_not_measured_profit
0.03245926680244399185336048880,0.03895112016293279022403258656,0.20,0.20,1,0,0.25,-0.001298370672097759674134419552,negative,conditional_model_not_measured_profit
