source_run,scope_id,series_id,policy_version,start_utc,end_utc_inclusive,scenario,period,metric,baseline,value,absolute_change,relative_change,relative_change_reason,period_state
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-23,events,68176,68176,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-23,users,10975,10975,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-23,buyers,858,858,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-23,purchase_events,1154,1154,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-23,purchase_amount,370069.30,370069.30,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-24,events,64470,64470,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-24,users,10108,10108,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-24,buyers,852,852,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-24,purchase_events,1158,1158,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-24,purchase_amount,363062.27,363062.27,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-25,events,70107,70107,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-25,users,10917,10917,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-25,buyers,886,886,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-25,purchase_events,1228,1228,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-25,purchase_amount,368832.94,368832.94,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-26,events,66104,66104,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-26,users,10104,10104,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-26,buyers,863,863,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-26,purchase_events,1177,1177,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-26,purchase_amount,354319.18,354319.18,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-27,events,67261,67261,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-27,users,9920,9920,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-27,buyers,809,809,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-27,purchase_events,1148,1148,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-27,purchase_amount,337914.99,337914.99,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-28,events,62666,62666,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-28,users,9742,9742,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-28,buyers,765,765,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-28,purchase_events,1093,1093,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-28,purchase_amount,331007.63,331007.63,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-29,events,61304,61304,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-29,users,9582,9582,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-29,buyers,672,672,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-29,purchase_events,917,917,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-29,purchase_amount,286352.50,286352.50,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-30,events,58485,58485,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-30,users,9475,9475,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-30,buyers,754,754,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-30,purchase_events,978,978,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-30,purchase_amount,297654.16,297654.16,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-31,events,62275,62275,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-31,users,10079,10079,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-31,buyers,724,724,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-31,purchase_events,930,930,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-31,purchase_amount,278736.72,278736.72,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,__all__,events,2114081,2112648,-1433,-0.000677835901,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,__all__,users,151121,151121,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,__all__,buyers,17121,17121,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,__all__,purchase_events,37019,37015,-4,-0.000108052622,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,__all__,purchase_amount,11598630.22,11597203.11,-1427.11,-0.000123041253,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-01,events,61327,61320,-7,-0.000114142221,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-01,users,9551,9551,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-01,buyers,682,682,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-01,purchase_events,992,992,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-01,purchase_amount,325065.85,325065.85,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-02,events,59567,59533,-34,-0.000570785838,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-02,users,9338,9338,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-02,buyers,675,675,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-02,purchase_events,926,926,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-02,purchase_amount,322531.41,322531.41,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-03,events,55596,55558,-38,-0.000683502410,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-03,users,8453,8453,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-03,buyers,691,691,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-03,purchase_events,971,971,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-03,purchase_amount,306999.13,306999.13,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-04,events,70345,70276,-69,-0.000980879949,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-04,users,10360,10360,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-04,buyers,945,945,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-04,purchase_events,1313,1313,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-04,purchase_amount,421496.80,421496.80,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-05,events,65613,65582,-31,-0.000472467346,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-05,users,9654,9654,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-05,buyers,828,828,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-05,purchase_events,1157,1157,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-05,purchase_amount,392555.09,392555.09,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-06,events,64035,64006,-29,-0.000452877333,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-06,users,9567,9567,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-06,buyers,805,805,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-06,purchase_events,1067,1066,-1,-0.000937207123,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-06,purchase_amount,318133.79,317939.40,-194.39,-0.000611032233,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-07,events,59762,59732,-30,-0.000501991232,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-07,users,9339,9339,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-07,buyers,771,771,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-07,purchase_events,1067,1067,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-07,purchase_amount,316133.71,316133.71,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-08,events,67438,67408,-30,-0.000444853050,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-08,users,11031,11031,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-08,buyers,770,770,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-08,purchase_events,1036,1036,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-08,purchase_amount,302664.91,302664.91,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-09,events,66329,66311,-18,-0.000271374512,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-09,users,10566,10566,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-09,buyers,801,801,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-09,purchase_events,1158,1158,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-09,purchase_amount,401563.05,401563.05,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-10,events,65410,65381,-29,-0.000443357285,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-10,users,10211,10211,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-10,buyers,783,783,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-10,purchase_events,1087,1087,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-10,purchase_amount,346769.91,346769.91,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-11,events,76636,76601,-35,-0.000456704421,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-11,users,11594,11594,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-11,buyers,948,948,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-11,purchase_events,1335,1335,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-11,purchase_amount,415980.94,415980.94,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-12,events,74840,74808,-32,-0.000427578835,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-12,users,10505,10505,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-12,buyers,901,901,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-12,purchase_events,1243,1243,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-12,purchase_amount,377794.50,377794.50,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,hypothetical_one_per_duplicate_group,2019-10-13,events,81440,81388,-52,-0.000638506876,defined,observed
