analysis_scope,scope_id,source_run,rule_version,t_cart_start_inclusive,t_cart_end_exclusive,waiting_hours,outcome_hours,cart_users,complete_first_cart_users,right_censored_users,waiting_purchase_excluded_users,eligible_users,outcome_buyers,outcome_nonbuyers,outcome_purchase_events,outcome_bad_amount_events,outcome_bad_amount_users,known_outcome_amount,p_hist,amount_status,observed_amount_per_eligible_user,interpretation
rees46_oct_user5_analysis_v1,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,month-v101-01,cart-recovery-first-cart-v1,2019-10-01T00:00:00Z,2019-10-30T00:00:00Z,24,24,16751,16209,542,8353,7856,255,7601,326,0,0,97579.55,0.03245926680244399185336048880,complete_observed,12.42102214867617107942973523,historical_planning_reference_not_reminder_control_rate
