utc_date,dim_name,dim_value_key,dim_value_label,current_amount,history_amount_sum,history_days,history_mean_amount,amount_difference,current_share,history_share,signed_contribution,direction,js_component,direction_rank,cumulative_same_direction_share,share_status
2019-10-25,brand_group,brand:apple,apple,161489.35,626789.07,3,208929.69,-47440.34,0.437838740758892088109050129850115882,0.479635032391501591374603719322326323,0.710520242168245414488887641903958940,same_direction,0.0006869841345105796,1,0.531762791106936349772763829628637418,defined
2019-10-25,brand_group,brand:ariston,ariston,326.81,1471.06,3,490.353333333333333333333333333333333,-163.543333333333333333333333333333333,0.000886065111212680732908508659774259859,0.00112569274819971307254532142263792405,0.00244941011816108574622837121141584971,same_direction,1.0319158008325168e-05,41,0.947576455765869121605678970692166587,defined
2019-10-25,brand_group,brand:artel,artel,1193,4452.73,3,1484.24333333333333333333333333333333,-291.243333333333333333333333333333333,0.00323452672095935899868379434873685631,0.00340734291646248853854684993013375631,0.00436198989572770814881298489401457385,same_direction,1.6219672981264345e-06,32,0.926042085255924888670436281864392119,defined
2019-10-25,brand_group,brand:asus,asus,0,3603.31,3,1201.10333333333333333333333333333333,-1201.10333333333333333333333333333333,0,0.00275734500055436767462461227645742397,0.0179890833680594783854272104637034943,same_direction,0.0013786725002771839,12,0.814972385485655080396226200077305321,defined
2019-10-25,brand_group,brand:atlant,atlant,557.78,2663.01,3,887.67,-329.89,0.00151228358291425923075091937287380026,0.00203780338353521808037667831475195989,0.00494080613016016495214282073416204468,same_direction,2.8161187277370658e-05,31,0.922777514052922946322869092275240570,defined
2019-10-25,brand_group,brand:baden,baden,51.22,342.88,3,114.293333333333333333333333333333333,-63.0733333333333333333333333333333333,0.000138870459888967617697052763237470059,0.000262380548381927058253463359342305139,0.000944657649467909921735997392381442395,same_direction,1.3937260606588242e-05,77,0.987756017830664730484096083527110386,defined
2019-10-25,brand_group,brand:ballu,ballu,0,30.38,3,10.1266666666666666666666666666666667,-10.1266666666666666666666666666666667,0,0.0000232475532543249650890696945194214598,0.000151668425065189215845785861856823908,same_direction,1.1623776627162483e-05,109,0.999543566069427949964887542055084805,defined
2019-10-25,brand_group,brand:balta,balta,0,52,3,17.3333333333333333333333333333333333,-17.3333333333333333333333333333333333,0,0.0000397917303892329883025551058265278442,0.000259603624206380487951970533790482003,same_direction,1.9895865194616494e-05,104,0.998822709829862907289099669500136471,defined
2019-10-25,brand_group,brand:bars,bars,53.21,40.93,3,13.6433333333333333333333333333333333,39.5666666666666666666666666666666667,0.000144265856514876355674739897146930532,0.0000313206831698328117542996246438420128,-0.000592595196024949306151901968479427187,offsetting,2.8399835334329347e-05,45,,defined
2019-10-25,brand_group,brand:beko,beko,2022.04,2539,3,846.333333333333333333333333333333333,1175.70666666666666666666666666666667,0.00548226522284045454291582525139972585,0.00194290775881274148654206564795296532,-0.0176087141348232451281760444065977862,offsetting,0.0006339298056772729,5,,defined
2019-10-25,brand_group,brand:belecoo,belecoo,102.18,102.16,3,34.0533333333333333333333333333333333,68.1266666666666666666666666666666667,0.000277035993585605450532699167270689001,0.0000781754457031546554805582617545785494,-0.00102034209067884700245430264800189830,offsetting,4.256921637590502e-05,36,,defined
2019-10-25,brand_group,brand:bestway,bestway,0,0,3,0,0,0,0,0,unchanged,0.0,,,defined
2019-10-25,brand_group,brand:boccia,boccia,0,0,3,0,0,0,0,0,unchanged,0.0,,,defined
2019-10-25,brand_group,brand:bosch,bosch,1494.2,4763.01,3,1587.67,-93.47,0.00405115660222755592274377662689238114,0.00364477711079270414644140374236173822,0.00139991254353290678128100110346517420,same_direction,7.743170053782982e-06,60,0.973127938064575910817532727258121496,defined
2019-10-25,brand_group,brand:bq,bq,0,83.37,3,27.79,-27.79,0,0.0000637968569721221968227695994761081995,0.000416214502886268101549149680809855472,same_direction,3.18984284860611e-05,96,0.997007959010618926427490952867480035,defined
2019-10-25,brand_group,brand:braun,braun,0,1098.52,3,366.173333333333333333333333333333333,-366.173333333333333333333333333333333,0,0.000840615608984235044425439131779949374,0.00548422640890755949278843597652923634,same_direction,0.00042030780449211754,26,0.903502521390202998392804066506488846,defined
2019-10-25,brand_group,brand:bridgestone,bridgestone,0,1038.01,3,346.003333333333333333333333333333333,-346.003333333333333333333333333333333,0,0.000794311808871687195921831257672964761,0.00518213765312432712113509488038188891,same_direction,0.0003971559044358436,29,0.915274078001405245590112541078960342,defined
