analysis_scope,scope_id,cohort_version,metric_run,fact_run,pre_start,pre_end_exclusive,post_start,post_end_exclusive,enrolled_users,returned_users,not_returned_users,post_buyers,post_purchase_events,amount_unknown_users,post_purchase_amount,cohort_buyer_rate,returned_buyer_rate,difference_percentage_points,post_amount_per_enrolled_user,amount_status,post_only_users
rees46_oct_user5_analysis_v1,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46-pre-oct01-14-post-oct15-28-v1,metrics-month-01,month-v101-01,2019-10-01,2019-10-15,2019-10-15,2019-10-29,84165,33442,50723,4812,10630,0,3499563.53,0.05717340937444305827838175013,0.1438909156150947909814006339,8.671750624065173270301888377,41.57979599596031604586229430,complete_observed,57527
