phase,run_id,check,expected,actual,result
month,month-v101-02,daily_2019-10-16,canonical_json_sha256:04f3d6dd320275f65a805b5055aec8086f9dc97caee8c6881cdf7662717c6af3,canonical_json_sha256:04f3d6dd320275f65a805b5055aec8086f9dc97caee8c6881cdf7662717c6af3,pass
month,month-v101-02,daily_2019-10-17,canonical_json_sha256:eefe9160293bf3c3882334989c7210840abccafce5e66b751824bfc547c673cd,canonical_json_sha256:eefe9160293bf3c3882334989c7210840abccafce5e66b751824bfc547c673cd,pass
month,month-v101-02,daily_2019-10-18,canonical_json_sha256:f7767ebe596218d784a903c2c33c787d189a2d7f34280b4dfd88431d0061e47e,canonical_json_sha256:f7767ebe596218d784a903c2c33c787d189a2d7f34280b4dfd88431d0061e47e,pass
month,month-v101-02,daily_2019-10-19,canonical_json_sha256:e48e6270725eef1478093964e2999cef00b19d8d17e0c490e3783e3559915e97,canonical_json_sha256:e48e6270725eef1478093964e2999cef00b19d8d17e0c490e3783e3559915e97,pass
month,month-v101-02,daily_2019-10-20,canonical_json_sha256:5b6a4a7940afcbb11d934114d34f52e7696657adadf0b14cd4b3770e7aeb1c8d,canonical_json_sha256:5b6a4a7940afcbb11d934114d34f52e7696657adadf0b14cd4b3770e7aeb1c8d,pass
month,month-v101-02,daily_2019-10-21,canonical_json_sha256:99ee4453c3b2fad095cd0b258759ea9daee557ec9b6b977cce473240d100534c,canonical_json_sha256:99ee4453c3b2fad095cd0b258759ea9daee557ec9b6b977cce473240d100534c,pass
month,month-v101-02,daily_2019-10-22,canonical_json_sha256:9c4929429e9b3507c43466525a5da7a34f614d28be62174573eb914ad2016f83,canonical_json_sha256:9c4929429e9b3507c43466525a5da7a34f614d28be62174573eb914ad2016f83,pass
month,month-v101-02,daily_2019-10-23,canonical_json_sha256:faffadff09bafde785ec610ee44e4c9834f11004c2676104e141387ec4b9eace,canonical_json_sha256:faffadff09bafde785ec610ee44e4c9834f11004c2676104e141387ec4b9eace,pass
month,month-v101-02,daily_2019-10-24,canonical_json_sha256:829c20780f5206724548c3f6da6ebfa0a882d74ca709eb169842142f0c6bc598,canonical_json_sha256:829c20780f5206724548c3f6da6ebfa0a882d74ca709eb169842142f0c6bc598,pass
month,month-v101-02,daily_2019-10-25,canonical_json_sha256:03be8a19f449fa8c171d74356218df9eeec0b8b36f914d736ed1d1287ff0b1af,canonical_json_sha256:03be8a19f449fa8c171d74356218df9eeec0b8b36f914d736ed1d1287ff0b1af,pass
month,month-v101-02,daily_2019-10-26,canonical_json_sha256:f52e9bf7b4f5a274057c6c6ac769d01e54af4add1de461bd59a9fdd983c9e90a,canonical_json_sha256:f52e9bf7b4f5a274057c6c6ac769d01e54af4add1de461bd59a9fdd983c9e90a,pass
month,month-v101-02,daily_2019-10-27,canonical_json_sha256:2a1e668bb627b2c7b5328d32361a8607875ff81b7eb8435cc466e4bf9786e1d8,canonical_json_sha256:2a1e668bb627b2c7b5328d32361a8607875ff81b7eb8435cc466e4bf9786e1d8,pass
month,month-v101-02,daily_2019-10-28,canonical_json_sha256:29effd42d004b24aeb99404a8d7a8f4107c7579795590e3cae4f87ef265e05fe,canonical_json_sha256:29effd42d004b24aeb99404a8d7a8f4107c7579795590e3cae4f87ef265e05fe,pass
month,month-v101-02,daily_2019-10-29,canonical_json_sha256:e4ce34b5278f0c9d9baec59df8cc199ed11ef72802873228c9c3d587f5195e15,canonical_json_sha256:e4ce34b5278f0c9d9baec59df8cc199ed11ef72802873228c9c3d587f5195e15,pass
month,month-v101-02,daily_2019-10-30,canonical_json_sha256:fc6ffd4bf554d2f05cb8d73e17ff62979a358a097956b77d1218c0ed7dfc3860,canonical_json_sha256:fc6ffd4bf554d2f05cb8d73e17ff62979a358a097956b77d1218c0ed7dfc3860,pass
month,month-v101-02,daily_2019-10-31,canonical_json_sha256:3dec3564771e862bf9e499e01f7f5ba099a82643f67200493c465f2c9438f64d,canonical_json_sha256:3dec3564771e862bf9e499e01f7f5ba099a82643f67200493c465f2c9438f64d,pass
month,month-v101-02,registered_daily_coverage,canonical_json_sha256:ce3d3d0baadb407535459f167572492d75c31aa659bd3e0c595e203cfe978472,canonical_json_sha256:ce3d3d0baadb407535459f167572492d75c31aa659bd3e0c595e203cfe978472,pass
month,month-v101-02,registered_raw_users,151121,151121,pass
month,month-v101-02,registered_behaviors,"{""cart"":46472,""purchase"":37019,""view"":2030590}","{""cart"":46472,""purchase"":37019,""view"":2030590}",pass
month,month-v101-02,input_sha256_after,"""5bfc34f9c683a81ecb5eef6853a62ed454a76eca3244c9b7d80a426b8100055b""","""5bfc34f9c683a81ecb5eef6853a62ed454a76eca3244c9b7d80a426b8100055b""",pass
month,month-v101-02,previous_run_status,"""passed""","""passed""",pass
month,month-v101-02,rerun_previous_minus_current,0,0,pass
month,month-v101-02,rerun_current_minus_previous,0,0,pass
month,month-v101-02,rerun_summary,canonical_json_sha256:12a3ad328916055ee5221c5bb595f1f753d2fe58fd7b6e920959767575ff9cc1,canonical_json_sha256:12a3ad328916055ee5221c5bb595f1f753d2fe58fd7b6e920959767575ff9cc1,pass
month,month-v101-02,rerun_daily_summary,canonical_json_sha256:2b6f1c5c753212f705995bad3f44c472c7920e5fba0f5ca5c722a49b3a072c67,canonical_json_sha256:2b6f1c5c753212f705995bad3f44c472c7920e5fba0f5ca5c722a49b3a072c67,pass
