source_run,scope_id,series_id,policy_version,start_utc,end_utc_inclusive,valid_sessions,event_count_quantiles,max_session_events,heavy_sessions,heavy_events,heavy_users,heavy_purchase_events,heavy_purchase_amount,cross_day_sessions,span_seconds_quantiles,max_observed_span_seconds,cross_day_span_seconds_quantiles,max_cross_day_span_seconds,missing_session_events,heavy_threshold,quantile_algorithm,quantile_accuracy,quantile_probabilities
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,460550,"[2, 10, 32]",350,0,0,0,0,0.00,1442,"[63, 717, 4632]",2565947,"[102947, 588232, 1817840]",2565947,0,5000,Spark percentile_approx,10000,"[0.5, 0.9, 0.99]"
