round,effect,N,p0,delta,delta_fraction,delta_pp,q,q_fraction,n_A,n_B,K,tau,flips_B,buyers_A,buyers_B,mean_A,mean_B,difference,difference_pp,difference_per_10000,relative_change,se,ci_low,ci_high,p_value,df,method,unit,status,reason,estimation_error,two_sided_rejection,positive_rejection,negative_rejection,srm_status,srm_statistic,srm_p,srm_flag
135,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42107,42058,428,0.0050852492128557,219,2425,2606,0.05759137435580782,0.06196205240382329,0.0043706780480154694,0.43706780480154694,43.70678048015469,0.07589119198671644,0.0016342996948823718,0.0011675095061012214,0.0075738465899297175,0.007487581264385774,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0007145711648402314,True,True,False,ok,0.028527297570248914,0.8658750952861646,False
135,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42107,42058,484,0.005750608922948969,246,2425,2633,0.05759137435580782,0.06260402301583527,0.005012648660027451,0.5012648660027451,50.12648660027451,0.087038184382588,0.001638382757452413,0.0018014774625292988,0.008223819857525603,0.0022169928239232466,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0007379602629215171,True,True,False,ok,0.028527297570248914,0.8658750952861646,False
135,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42107,42058,669,0.007948672250935662,333,2425,2720,0.05759137435580782,0.0646725949878739,0.007081220632066072,0.7081220632066072,70.81220632066072,0.12295627099150767,0.0016514302607767504,0.003844476797964052,0.010317964466168093,1.8034429480275844e-05,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0008674516188695966,True,True,False,ok,0.028527297570248914,0.8658750952861646,False
136,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42005,42160,0,0.0,0,2371,2441,0.056445661230805855,0.057898481973434536,0.0014528207426286813,0.14528207426286813,14.528207426286812,0.02573839531595013,0.0016005389718484878,-0.0016841779980471222,0.004589819483304485,0.3640329408998738,,unpooled_wald_z_min_cell_10,probability,ok,,0.0014528207426286787,False,False,False,ok,0.285451197053407,0.5931503658966883,False
136,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42005,42160,77,0.0009148696013782451,41,2371,2482,0.056445661230805855,0.05887096774193548,0.002425306511129627,0.24253065111296268,24.25306511129627,0.04296710248840151,0.0016068908122473559,-0.0007241416079635048,0.005574754630222759,0.13121796865039959,,unpooled_wald_z_min_cell_10,probability,ok,,0.0015104369097513823,False,False,False,ok,0.285451197053407,0.5931503658966883,False
136,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42005,42160,171,0.0020317234004633756,77,2371,2518,0.056445661230805855,0.059724857685009486,0.003279196454203631,0.3279196454203631,32.79196454203631,0.058094747810554,0.0016124359372563103,0.00011888008980317664,0.006439512818604085,0.04198276012344758,,unpooled_wald_z_min_cell_10,probability,ok,,0.0012474730537402558,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42005,42160,258,0.003065407235786847,128,2371,2569,0.056445661230805855,0.06093453510436433,0.004488873873558473,0.4488873873558473,44.88873873558473,0.0795255786836034,0.001620240774052818,0.0013132603101316505,0.007664487436985295,0.00559706386950225,,unpooled_wald_z_min_cell_10,probability,ok,,0.0014234666377716226,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42005,42160,343,0.004075328224321274,177,2371,2618,0.056445661230805855,0.062096774193548386,0.005651112962742531,0.5651112962742532,56.51112962742531,0.10011598481653312,0.001627684201770342,0.0024609105490678343,0.008841315376417228,0.0005168406252843576,,unpooled_wald_z_min_cell_10,probability,ok,,0.0015757847384212569,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42005,42160,394,0.00468128081744193,202,2371,2643,0.056445661230805855,0.0626897533206831,0.006244092089877251,0.6244092089877251,62.44092089877251,0.11062129406802781,0.0016314612198147507,0.0030464868568665553,0.009441697322887948,0.00012955639433335502,,unpooled_wald_z_min_cell_10,probability,ok,,0.001562811272435326,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42005,42160,436,0.005180300600011882,229,2371,2670,0.056445661230805855,0.06333017077798861,0.006884509547182754,0.6884509547182754,68.84509547182755,0.12196702805964219,0.0016355248745925164,0.003678939697162034,0.010090079397203475,2.560974502802651e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.001704208947170877,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42005,42160,500,0.005940711697261332,261,2371,2702,0.056445661230805855,0.06408918406072106,0.007643522829915206,0.7643522829915206,76.43522829915206,0.13541382390155557,0.0016403203423603185,0.004428554035780571,0.010858491624049841,3.165560553579724e-06,,unpooled_wald_z_min_cell_10,probability,ok,,0.0017028111326538743,True,True,False,ok,0.285451197053407,0.5931503658966883,False
136,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42005,42160,683,0.00811501217845898,351,2371,2792,0.056445661230805855,0.06622390891840607,0.009778247687600217,0.9778247687600217,97.78247687600216,0.17323293720693678,0.001653688742746361,0.006537077310178026,0.013019418065022407,3.3594926539569346e-09,,unpooled_wald_z_min_cell_10,probability,ok,,0.0016632355091412362,True,True,False,ok,0.285451197053407,0.5931503658966883,False
137,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42106,42059,0,0.0,0,2386,2426,0.05666650833610412,0.05768087686345372,0.0010143685273495961,0.10143685273495961,10.143685273495961,0.017900671086580926,0.001600583151131658,-0.002122716803130084,0.004151453857829276,0.5262444145770806,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010143685273496016,False,False,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42106,42059,83,0.000986158141745381,34,2386,2460,0.05666650833610412,0.05848926508000666,0.0018227567439025386,0.18227567439025386,18.227567439025385,0.032166385355725184,0.0016058810456338309,-0.001324712268995293,0.004970225756800371,0.25635398767489637,,unpooled_wald_z_min_cell_10,probability,ok,,0.000836598602157158,False,False,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42106,42059,171,0.0020317234004633756,86,2386,2512,0.05666650833610412,0.05972562352885233,0.0030591151927482074,0.30591151927482074,30.591151927482073,0.053984536590886846,0.0016139314489518534,-0.00010413232071396997,0.006222362706210385,0.058033726220804216,,unpooled_wald_z_min_cell_10,probability,ok,,0.001027391792284833,False,False,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42106,42059,256,0.003041644388997802,132,2386,2558,0.05666650833610412,0.06081932523360042,0.004152816897496296,0.41528168974962965,41.52816897496296,0.07328520883737596,0.001621000943849113,0.0009757134286466,0.007329920366345992,0.010410598815773012,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011111725084984984,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42106,42059,334,0.0039683954137705695,171,2386,2597,0.05666650833610412,0.06174659407023467,0.005080085734130546,0.5080085734130546,50.80085734130546,0.08964882226374718,0.0016269568910369048,0.0018913088232989555,0.008268862644962138,0.0017935474333738133,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011116903203599825,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42106,42059,385,0.004574348006891225,195,2386,2621,0.05666650833610412,0.06231722104662498,0.00565071271052086,0.565071271052086,56.507127105208596,0.09971873821843726,0.0016306050448620314,0.002454785549581959,0.00884663987145976,0.0005294264912057912,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010763647036296355,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42106,42059,429,0.005097130636250223,222,2386,2648,0.05666650833610412,0.06295917639506407,0.006292668058959949,0.6292668058959949,62.92668058959949,0.11104739366746337,0.0016346938252613347,0.0030887270356977207,0.009496609082222178,0.0001183845532647305,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011955374227097357,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
137,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42106,42059,481,0.005714964652765401,248,2386,2674,0.05666650833610412,0.06357735561948691,0.006910847283382787,0.6910847283382787,69.10847283382788,0.12195646928504426,0.0016386158751247046,0.0036992191836427834,0.010122475383122791,2.4703595884792766e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011958826306173917,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
137,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42106,42059,684,0.008126893601853502,359,2386,2785,0.05666650833610412,0.06621650538529208,0.009549997049187964,0.9549997049187964,95.49997049187964,0.16852983057548548,0.0016551937456164721,0.006305876920343727,0.0127941171780322,7.94054634678695e-09,,unpooled_wald_z_min_cell_10,probability,ok,,0.0014231034473344694,True,True,False,ok,0.026246064278500566,0.8713008367350491,False
138,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42248,41917,0,0.0,0,2421,2391,0.05730448778640409,0.05704129589426724,-0.00026319189213684646,-0.026319189213684646,-2.631918921368465,-0.004592867021477691,0.0016005777831748591,-0.00340026670161453,0.002873882917340837,0.8693882776053874,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002631918921368477,False,False,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42248,41917,85,0.0010099209885344265,39,2421,2430,0.05730448778640409,0.05797170599040962,0.0006672182040055319,0.06672182040055319,6.6721820400553185,0.011643384833880922,0.0016067024744326607,-0.00248186077975387,0.003816297187764934,0.6779429538529711,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00034270278452889753,False,False,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42248,41917,160,0.0019010277431236262,82,2421,2473,0.05730448778640409,0.05899754276307942,0.0016930549766753303,0.16930549766753303,16.930549766753302,0.029544893289789077,0.0016134135538425345,-0.0014691774810248128,0.004855287434375473,0.2940115112485855,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002079727664482975,False,False,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42248,41917,238,0.002827778767896394,119,2421,2510,0.05730448778640409,0.059880239520958084,0.002575751734553995,0.2575751734553995,25.757517345539952,0.04494851684487286,0.0016191535281034487,-0.0005977308659697264,0.005749234335077716,0.1116542728981047,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002520270333424003,False,False,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42248,41917,331,0.003932751143587002,167,2421,2558,0.05730448778640409,0.061025359639287166,0.0037208718528830773,0.37208718528830775,37.20871852883077,0.06493159605146809,0.0016265527686788643,0.0005328870073185933,0.006908856698447562,0.022161910343917894,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00021187929070392913,True,True,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42248,41917,387,0.004598110853680271,191,2421,2582,0.05730448778640409,0.0615979196984517,0.004293431912047611,0.42934319120476117,42.93431912047611,0.07492313565476559,0.001630232599269562,0.0010982347310561514,0.007488629093039071,0.00844771184768386,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00030467894163265885,True,True,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42248,41917,432,0.0051327749064337905,212,2421,2603,0.05730448778640409,0.06209890975022067,0.004794421963816582,0.4794421963816582,47.94421963816582,0.08366573280765095,0.0016334417231174882,0.0015929350156612585,0.007995908911971905,0.0033336971528458185,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0003383529426172067,True,True,False,ok,1.3017406285272977,0.25389552242926416,False
138,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42248,41917,493,0.005857541733499673,243,2421,2634,0.05730448778640409,0.06283846649330821,0.0055339787069041205,0.553397870690412,55.33978706904121,0.09657147146191049,0.0016381608309848899,0.0023232424772895296,0.00874471493651871,0.0007297110001781231,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0003235630265955591,True,True,False,ok,1.3017406285272977,0.25389552242926416,False
138,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42248,41917,689,0.008186300718826115,334,2421,2725,0.05730448778640409,0.06500942338430708,0.007704935597902994,0.7704935597902994,77.04935597902994,0.13445605912441375,0.001651890200965702,0.004467290297595586,0.010942580898210402,3.0964734277352815e-06,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00048136512092312246,True,True,False,ok,1.3017406285272977,0.25389552242926416,False
139,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42152,42013,0,0.0,0,2390,2422,0.056699563484532166,0.05764882298336229,0.000949259498830124,0.0949259498830124,9.492594988301239,0.01674191899359305,0.001600598724252384,-0.0021878563544053056,0.0040863753520655535,0.553137478527441,,unpooled_wald_z_min_cell_10,probability,ok,,0.0009492594988301233,False,False,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42152,42013,83,0.000986158141745381,41,2390,2463,0.056699563484532166,0.05862471139885274,0.0019251479143205727,0.19251479143205727,19.251479143205728,0.03395348739934761,0.0016069983491791783,-0.0012245109732859387,0.005074806801927084,0.23092576447013213,,unpooled_wald_z_min_cell_10,probability,ok,,0.0009389897725751857,False,False,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42152,42013,167,0.0019841977068852847,82,2390,2504,0.056699563484532166,0.05960059981434318,0.0029010363298110145,0.2901036329811014,29.010363298110146,0.05116505580510205,0.0016133585392258843,-0.00026108830122187083,0.0060631609608439,0.0721556294734062,,unpooled_wald_z_min_cell_10,probability,ok,,0.0009168386229257253,False,False,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42152,42013,242,0.0028753044614744845,113,2390,2535,0.056699563484532166,0.06033846666507986,0.0036389031805476937,0.36389031805476935,36.38903180547694,0.0641786806972579,0.0016181415666832706,0.00046740398796126523,0.006810402373134123,0.024524183940634877,,unpooled_wald_z_min_cell_10,probability,ok,,0.0007635987190732023,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42152,42013,322,0.0038258183330362977,153,2390,2575,0.056699563484532166,0.061290552924094924,0.004590989439562758,0.4590989439562758,45.90989439562758,0.08097045475165246,0.0016242806145633584,0.0014074579342319904,0.0077745209448935254,0.004706333711501393,,unpooled_wald_z_min_cell_10,probability,ok,,0.000765171106526456,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42152,42013,367,0.004360482385789817,169,2390,2591,0.056699563484532166,0.06167138742770095,0.004971823943168786,0.4971823943168786,49.71823943168786,0.08768716437341033,0.0016267260329724039,0.001783499505829158,0.008160148380508415,0.0022405881847366534,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006113415573789628,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42152,42013,401,0.004764450781203588,182,2390,2604,0.056699563484532166,0.06198081546188085,0.005281251977348682,0.5281251977348682,52.81251977348682,0.09314449094108855,0.0016287086711949997,0.0020890416404983933,0.00847346231419897,0.0011844405739964126,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005168011961450889,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
139,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42152,42013,461,0.005477336184874948,212,2390,2634,0.056699563484532166,0.06269488015614215,0.0059953166716099834,0.5995316671609984,59.95316671609984,0.10573832148188453,0.0016332694793670102,0.0027941673150021587,0.009196466028217809,0.0002418440083852469,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005179804867350292,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
139,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42152,42013,647,0.007687280936256163,308,2390,2730,0.056699563484532166,0.0649798871777783,0.00828032369324614,0.828032369324614,82.8032369324614,0.14603857921243152,0.0016477297410602773,0.005050832744512488,0.011509814641979792,5.026661491990248e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.000593042756989974,True,True,False,ok,0.22956098140557238,0.6318495453682615,False
140,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42179,41986,0,0.0,0,2414,2398,0.05723227198368856,0.05711427618730053,-0.00011799579638803459,-0.011799579638803459,-1.179957963880346,-0.0020617003711064256,0.0016005798712603648,-0.003255074698438106,0.003019083105662037,0.9412326632449857,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00011799579638803665,False,False,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42179,41986,87,0.0010336838353234717,49,2414,2447,0.05723227198368856,0.05828133187252894,0.0010490598888403743,0.10490598888403743,10.490598888403744,0.018329866218474794,0.0016082427236775061,-0.0021030379279661396,0.004201157705646889,0.5142063926764294,,unpooled_wald_z_min_cell_10,probability,ok,,1.5376053516901065e-05,False,False,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42179,41986,177,0.0021030119408305117,99,2414,2497,0.05723227198368856,0.059472205020721196,0.0022399330370326334,0.22399330370326334,22.399330370326336,0.039137587228251634,0.0016160038130650187,-0.0009273762354542014,0.005407242309519469,0.1657182310128985,,unpooled_wald_z_min_cell_10,probability,ok,,0.00013692109620211588,False,False,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42179,41986,257,0.0030535258123923245,135,2414,2533,0.05723227198368856,0.060329633687419615,0.0030973617037310525,0.30973617037310525,30.973617037310525,0.05411914635529083,0.0016215558988507731,-8.082945693493751e-05,0.006275552864397042,0.05611813357058977,,unpooled_wald_z_min_cell_10,probability,ok,,4.3835891338726064e-05,False,False,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42179,41986,353,0.0041941424582665,181,2414,2579,0.05723227198368856,0.06142523698375649,0.004192965000067925,0.41929650000679247,41.929650000679246,0.07326224968428542,0.0016286070405909653,0.0010009538555412708,0.007384976144594579,0.010036438845580805,,unpooled_wald_z_min_cell_10,probability,ok,,-1.177458198575468e-06,True,True,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42179,41986,397,0.004716925087625497,200,2414,2598,0.05723227198368856,0.06187776878006955,0.004645496796380988,0.4645496796380988,46.45496796380988,0.0811691836680007,0.0016315054619960626,0.0014478048502883233,0.007843188742473653,0.0044082341531996635,,unpooled_wald_z_min_cell_10,probability,ok,,-7.142829124451594e-05,True,True,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42179,41986,430,0.005109012059644745,215,2414,2613,0.05723227198368856,0.06223503072452723,0.005002758740838664,0.5002758740838664,50.027587408386644,0.08741149997093373,0.0016337879485312898,0.0018005932033417567,0.008204924278335572,0.002198184798711352,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00010625331880608749,True,True,False,ok,0.4425711400225747,0.5058840791122318,False
140,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42179,41986,479,0.005691201805976356,234,2414,2632,0.05723227198368856,0.06268756252084028,0.0054552905371517135,0.5455290537151714,54.552905371517134,0.09531843395464877,0.0016366718621809106,0.0022474726327670258,0.0086631084415364,0.0008586529261815861,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00023591126882464128,True,True,False,ok,0.4425711400225747,0.5058840791122318,False
140,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42179,41986,662,0.007865502287174003,326,2414,2724,0.05723227198368856,0.06487876911351403,0.007646497129825472,0.7646497129825471,76.46497129825472,0.1336046406126382,0.001650523010852423,0.0044115314729001095,0.010881462786750834,3.608014688507664e-06,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00021900515734854035,True,True,False,ok,0.4425711400225747,0.5058840791122318,False
141,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42075,42090,0,0.0,0,2417,2395,0.05744503862150921,0.056901876930387264,-0.0005431616911219447,-0.05431616911219447,-5.4316169112194475,-0.009455328156373946,0.0016005794757226203,-0.0036802398179322823,0.002593916435688393,0.7343437056094364,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0005431616911219444,False,False,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42075,42090,79,0.0009386324481672904,37,2417,2432,0.05744503862150921,0.05778094559277738,0.0003359069712681739,0.03359069712681739,3.3590697126817393,0.0058474496549890025,0.0016063452017735672,-0.002812471770946744,0.0034842857134830918,0.8343603632462107,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006027254768991184,False,False,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42075,42090,154,0.0018297392027564901,74,2417,2469,0.05744503862150921,0.0586600142551675,0.0012149756336582926,0.12149756336582926,12.149756336582925,0.02115022746635195,0.0016120789177100584,-0.0019446409852897314,0.004374592252606316,0.45104735703230603,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006147635690982018,False,False,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42075,42090,234,0.002780253074318303,108,2417,2503,0.05744503862150921,0.05946780708006653,0.0020227684585573183,0.20227684585573183,20.227684585573183,0.035212239509225966,0.0016173198076283439,-0.0011471201158774844,0.005192657032992121,0.21104698005872535,,unpooled_wald_z_min_cell_10,probability,ok,,-0.000757484615760989,False,False,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42075,42090,332,0.003944632566981524,161,2417,2556,0.05744503862150921,0.06072701354240912,0.003281974920899912,0.32819749208999116,32.81974920899912,0.0571324347525295,0.0016254367075602117,9.617751493253305e-05,0.00646777232686729,0.04347326829445121,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006626576460816108,True,True,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42075,42090,388,0.004609992277074794,191,2417,2586,0.05744503862150921,0.06143977191732003,0.003994733295810821,0.39947332958108206,39.947332958108206,0.0695400924374184,0.0016300030213602717,0.0007999860792532155,0.007189480512368425,0.014255810372115747,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006152589812639748,True,True,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42075,42090,426,0.005061486366066655,210,2417,2605,0.05744503862150921,0.061891185554763604,0.004446146933254395,0.44461469332543957,44.461469332543956,0.07739827563784803,0.0016328845922286399,0.0012457519415758891,0.007646541924932902,0.0064715783599743355,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006153394328122627,True,True,False,ok,0.002673320263767599,0.9587644216853454,False
141,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42075,42090,492,0.005845660310105151,248,2417,2643,0.05744503862150921,0.06279401282965075,0.005348974208141538,0.5348974208141538,53.48974208141538,0.09311464203870716,0.001638623668498061,0.0021373308336704376,0.008560617582612638,0.0010973136816857891,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0004966861019636119,True,True,False,ok,0.002673320263767599,0.9587644216853454,False
141,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42075,42090,678,0.008055605061486367,335,2417,2730,0.05744503862150921,0.06486101211689238,0.007415973495383171,0.7415973495383171,74.15973495383172,0.12909684932488497,0.001651643892296042,0.004178810951197378,0.010653136039568965,7.120446590298968e-06,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006396315661032023,True,True,False,ok,0.002673320263767599,0.9587644216853454,False
142,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42114,42051,0,0.0,0,2442,2370,0.05798546801538681,0.056360134122850826,-0.0016253338925359823,-0.16253338925359823,-16.253338925359824,-0.028030021109852726,0.0016005539187428518,-0.00476236192858642,0.0015116941435144556,0.30987606361733644,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016253338925359833,False,False,False,ok,0.047157369452860455,0.8280856229989438,False
142,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42114,42051,92,0.001093090952296085,44,2442,2414,0.05798546801538681,0.057406482604456494,-0.0005789854109303147,-0.05789854109303147,-5.789854109303147,-0.009985008843537785,0.0016074280245183935,-0.003729486446726733,0.0025715156248661037,0.7187023027215864,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001672076363226399,False,False,False,ok,0.047157369452860455,0.8280856229989438,False
142,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42114,42051,182,0.0021624190578031248,91,2442,2461,0.05798546801538681,0.058524173027989825,0.0005387050126030163,0.05387050126030163,5.387050126030163,0.009290345168207792,0.0016147206842972402,-0.0026260893737114453,0.003703499398917478,0.7386654372685976,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016237140452001102,False,False,False,ok,0.047157369452860455,0.8280856229989438,False
